01.05.2023,23:02:33,87.70,10.79
01.05.2023,23:05:21,81.38,10.59
01.05.2023,23:06:43,142.36,10.06
01.05.2023,23:07:06,111.05,10.15
01.05.2023,23:07:29,90.09,10.70
01.05.2023,23:07:53,79.72,10.55
01.05.2023,23:08:16,102.38,10.05
01.05.2023,23:08:39,116.89,10.67
01.05.2023,23:09:04,210.31,10.65
01.05.2023,23:09:27,81.70,10.77
